source_id,breed_id,breed_name,species,source_name,source_url,source_page_url,license,license_url,author,local_filename,local_path,download_status,error_message
SRC_CAT_GIR_0001,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/8/8c/27_04_2022_Foto_do_dia_%2852034440609%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3A27%2004%202022%20Foto%20do%20dia%20%2852034440609%29.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Palácio do Planalto from Brasilia, Brasil",gir_0001.jpg,raw\cattle\gir\gir_0001.jpg,EXISTING,
SRC_CAT_GIR_0002,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/a/aa/A_lion_at_Gir_National_Park_%282020%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AA%20lion%20at%20Gir%20National%20Park%20%282020%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Sameer2220,gir_0002.jpg,raw\cattle\gir\gir_0002.jpg,EXISTING,
SRC_CAT_GIR_0003,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/a/aa/BIG_FIV_CAL.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ABIG%20FIV%20CAL.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Maysa apoiogenetica,gir_0003.jpg,raw\cattle\gir\gir_0003.jpg,EXISTING,
SRC_CAT_GIR_0004,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/0/0c/Brazilian_Gyr_Cattle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ABrazilian%20Gyr%20Cattle.jpg,Public domain,,"Scott Bauer, USDA ARS",gir_0004.jpg,raw\cattle\gir\gir_0004.jpg,EXISTING,
SRC_CAT_GIR_0005,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/d/d8/Cattle_in_a_village_near_Gir_National_Park%2C_Gujarat%2C_India_%282012%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ACattle%20in%20a%20village%20near%20Gir%20National%20Park%2C%20Gujarat%2C%20India%20%282012%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,BIJIT SARKAR,gir_0005.jpg,raw\cattle\gir\gir_0005.jpg,EXISTING,
SRC_CAT_GIR_0006,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/8/84/Cow%2C_breed_Gir_in_Balacan%2C_Mexico.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ACow%2C%20breed%20Gir%20in%20Balacan%2C%20Mexico.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Cvmontuy,gir_0006.jpg,raw\cattle\gir\gir_0006.jpg,EXISTING,
SRC_CAT_GIR_0007,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/7/7c/Gir_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGir%2001.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Pavanaja,gir_0007.jpg,raw\cattle\gir\gir_0007.jpg,EXISTING,
SRC_CAT_GIR_0008,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/6/64/Gir_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGir%2002.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Pavanaja,gir_0008.jpg,raw\cattle\gir\gir_0008.jpg,EXISTING,
SRC_CAT_GIR_0009,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/e/ea/Gir_Bull_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGir%20Bull%201.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Chovatiyahiren,gir_0009.jpg,raw\cattle\gir\gir_0009.jpg,EXISTING,
SRC_CAT_GIR_0010,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/4/44/Gir_Bull_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGir%20Bull%203.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Chovatiyahiren,gir_0010.jpg,raw\cattle\gir\gir_0010.jpg,EXISTING,
SRC_CAT_GIR_0011,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/5/50/Gir_Bull_at_Devakinandan_Gaushala_Hyderabad..jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGir%20Bull%20at%20Devakinandan%20Gaushala%20Hyderabad..jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Anvesh67,gir_0011.jpg,raw\cattle\gir\gir_0011.jpg,EXISTING,
SRC_CAT_GIR_0012,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/e/e6/Gir_bull_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGir%20bull%202.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Chovatiyahiren,gir_0012.jpg,raw\cattle\gir\gir_0012.jpg,EXISTING,
SRC_CAT_GIR_0013,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/3/3b/Gir_cattle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGir%20cattle.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Rivadavia.vila,gir_0013.jpg,raw\cattle\gir\gir_0013.jpg,EXISTING,
SRC_CAT_GIR_0014,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/8/84/Gir_cow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGir%20cow.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Jayan.thanal,gir_0014.jpg,raw\cattle\gir\gir_0014.jpg,EXISTING,
SRC_CAT_GIR_0015,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/9/92/Raghav_Gir_bull_at_Hyderabad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ARaghav%20Gir%20bull%20at%20Hyderabad.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Anvesh67,gir_0015.jpg,raw\cattle\gir\gir_0015.jpg,EXISTING,
SRC_CAT_GIR_0016,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/8/8c/Sunrise_over_Gir_National_Park1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ASunrise%20over%20Gir%20National%20Park1.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Ninara,gir_0016.jpg,raw\cattle\gir\gir_0016.jpg,EXISTING,
SRC_CAT_GIR_0017,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/3/34/Cinco_Oitavos.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ACinco%20Oitavos.jpg,Public domain,,teliocampos,gir_0017.jpg,raw\cattle\gir\gir_0017.jpg,EXISTING,
SRC_CAT_GIR_0018,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/6/69/De_gir_ikke_opp_%2816766350284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ADe%20gir%20ikke%20opp%20%2816766350284%29.jpg,No restrictions,https://www.flickr.com/commons/usage/,"Riksarkivet (National Archives of Norway) from Oslo, Norway",gir_0018.jpg,raw\cattle\gir\gir_0018.jpg,EXISTING,
SRC_CAT_GIR_0019,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/1/1d/Gircow_Milk1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGircow%20Milk1.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Ganesh akunoori,gir_0019.jpg,raw\cattle\gir\gir_0019.jpg,EXISTING,
SRC_CAT_GIR_0020,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/e/e1/Meio-sangue.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AMeio-sangue.jpg,Public domain,,teliocampos,gir_0020.jpg,raw\cattle\gir\gir_0020.jpg,EXISTING,
SRC_CAT_GIR_0021,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/d/d7/Blue_Bull_~_Gir.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ABlue%20Bull%20~%20Gir.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Manisitlani,gir_0021.jpg,raw\cattle\gir\gir_0021.jpg,EXISTING,
SRC_CAT_GIR_0022,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/2/2e/GIR_BULL_BHUVAN_BHUVANESHWARI_PITH.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGIR%20BULL%20BHUVAN%20BHUVANESHWARI%20PITH.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,INDIGENOUS FARM,gir_0022.jpg,raw\cattle\gir\gir_0022.jpg,EXISTING,
SRC_CAT_GIR_0023,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/1/1d/Neel_gaye_%28gir_forest%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ANeel%20gaye%20%28gir%20forest%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Dhwani Shree,gir_0023.jpg,raw\cattle\gir\gir_0023.jpg,EXISTING,
SRC_CAT_GIR_0024,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/4/46/Nilgai_at_Gir_Forest.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ANilgai%20at%20Gir%20Forest.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Archana96,gir_0024.jpg,raw\cattle\gir\gir_0024.jpg,EXISTING,
SRC_CAT_GIR_0025,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/7/75/A_Gyr_cattle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AA%20Gyr%20cattle.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Oleg Yunakov,gir_0025.jpg,raw\cattle\gir\gir_0025.jpg,EXISTING,
SRC_CAT_GIR_0026,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/1/13/Gyr_cattle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGyr%20cattle.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Dhivya dhivi DJ,gir_0026.jpg,raw\cattle\gir\gir_0026.jpg,EXISTING,
SRC_CAT_GIR_0027,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/d/d9/Gyr_cattle_-_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGyr%20cattle%20-%2001.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Oleg Yunakov,gir_0027.jpg,raw\cattle\gir\gir_0027.jpg,EXISTING,
SRC_CAT_GIR_0028,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/9/90/Gyr_cattle_-_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGyr%20cattle%20-%2002.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Oleg Yunakov,gir_0028.jpg,raw\cattle\gir\gir_0028.jpg,EXISTING,
SRC_CAT_GIR_0029,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/a/a5/Gyr_cattle_-_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGyr%20cattle%20-%2003.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Oleg Yunakov,gir_0029.jpg,raw\cattle\gir\gir_0029.jpg,EXISTING,
SRC_CAT_GIR_0030,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/4/4b/Gyr_cattle_-_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGyr%20cattle%20-%2004.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Oleg Yunakov,gir_0030.jpg,raw\cattle\gir\gir_0030.jpg,EXISTING,
SRC_CAT_GIR_0031,cow_gir,Gir,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/d/de/Gyr_cattle_-_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGyr%20cattle%20-%2005.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Oleg Yunakov,gir_0031.jpg,raw\cattle\gir\gir_0031.jpg,EXISTING,
SRC_CAT_HALLIKAR_0001,cow_hallikar,Hallikar,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/9/92/Bullock_%2822484348865%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3ABullock%20%2822484348865%29.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Mike Prince from Bangalore, India",hallikar_0001.jpg,raw\cattle\hallikar\hallikar_0001.jpg,EXISTING,
SRC_CAT_HALLIKAR_0002,cow_hallikar,Hallikar,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/4/42/Gangu3333.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AGangu3333.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Gangadharahallikar,hallikar_0002.jpg,raw\cattle\hallikar\hallikar_0002.jpg,EXISTING,
SRC_CAT_HALLIKAR_0003,cow_hallikar,Hallikar,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/9/9d/Hallikar.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AHallikar.jpg,Public domain,,"Photographer unknown, Indian government",hallikar_0003.jpg,raw\cattle\hallikar\hallikar_0003.jpg,EXISTING,
SRC_CAT_HALLIKAR_0004,cow_hallikar,Hallikar,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/3/33/Hallikar_cow_in_tumminakatti_581119.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AHallikar%20cow%20in%20tumminakatti%20581119.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Rajmutturajvp,hallikar_0004.jpg,raw\cattle\hallikar\hallikar_0004.jpg,EXISTING,
SRC_CAT_HALLIKAR_0005,cow_hallikar,Hallikar,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/5/5f/Hallikaru_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AHallikaru%2001.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Pavanaja,hallikar_0005.jpg,raw\cattle\hallikar\hallikar_0005.jpg,EXISTING,
SRC_CAT_HALLIKAR_0006,cow_hallikar,Hallikar,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hallikaru_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AHallikaru%2002.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Pavanaja,hallikar_0006.jpg,raw\cattle\hallikar\hallikar_0006.jpg,EXISTING,
SRC_CAT_HARIANA_0001,cow_hariana,Hariana,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/a/a1/Hariana_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AHariana%2001.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Pavanaja,hariana_0001.jpg,raw\cattle\hariana\hariana_0001.jpg,EXISTING,
SRC_CAT_HARIANA_0002,cow_hariana,Hariana,cattle,Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/7/70/Hariana_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://commons.wikimedia.org/wiki/File%3AHariana%2002.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Pavanaja,hariana_0002.jpg,raw\cattle\hariana\hariana_0002.jpg,EXISTING,
