image_id,filename,relative_path,species,breed_id,breed_name,state,source_name,source_url,source_page_url,license,license_url,author,download_date,original_width,original_height,file_size,format,sha256,md5,verification_status,verification_notes
COW_BADRI_0007,badri_0007.jpg,cleaned/cattle/badri/badri_0007.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:58:58 UTC,3712,2784,1956789,MPO,53d153decc787b04188049170b1cb1281dadfc8f20cf2179d933d0c4bbf158d7,5e28988dae3778c01d76fe5a62fef7bc,verified,Verified authentic Badri cattle photograph (3712x2784)
COW_BADRI_0008,badri_0008.jpg,cleaned/cattle/badri/badri_0008.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:58:58 UTC,356,575,64216,JPEG,cf6277112a85cfbeebc87ea2003fc65599100db94a993dc019844c2165738cc6,aa4f6ffff88b58419b75296bb9841dae,verified,Verified authentic Badri cattle photograph (356x575)
COW_BADRI_0009,badri_0009.jpg,cleaned/cattle/badri/badri_0009.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:58:58 UTC,772,852,158419,JPEG,1be0525690dae6258c0fa739f5ee0379121ec03a4e4e153e78e9ef9eae888148,7f76c0dd403700d9aefc990612c508f2,verified,Verified authentic Badri cattle photograph (772x852)
COW_BADRI_0010,badri_0010.jpg,cleaned/cattle/badri/badri_0010.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:58:58 UTC,1464,2150,609217,JPEG,938beb0d7ec20e957c5e99e7cfba5b4cb3233730e68e9a02c925485be0e756f5,4d1a023755b91c731038a3e9ee888528,verified,Verified authentic Badri cattle photograph (1464x2150)
COW_BADRI_0011,badri_0011.jpg,cleaned/cattle/badri/badri_0011.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:58:59 UTC,733,840,269890,JPEG,782a0887523c1c037a0ce643cc5d5fad490b218cee79e2f82d7b5787b54a1406,26ab6a54c40e15a5570431834751645f,verified,Verified authentic Badri cattle photograph (733x840)
COW_BADRI_0012,badri_0012.jpg,cleaned/cattle/badri/badri_0012.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:58:59 UTC,490,550,102979,JPEG,2656910c455dddfe1cc19e0da95c4ba27554275a91d1688532c4797e505bf064,448af229ae7ca143d553d15b399e08f1,verified,Verified authentic Badri cattle photograph (490x550)
COW_BADRI_0013,badri_0013.jpg,cleaned/cattle/badri/badri_0013.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:58:59 UTC,2736,3648,1961084,JPEG,cbfc0d6fbc44898f6e456f45e6b2a48a125ea7a8673d1d88c713926127b05d91,a06658c1f5ead1ac6dc7b7b94dfc0563,verified,Verified authentic Badri cattle photograph (2736x3648)
COW_BADRI_0014,badri_0014.jpg,cleaned/cattle/badri/badri_0014.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:00 UTC,2736,3648,2005125,JPEG,df2d312cb012ad306220cda71305561d7318256d275e03ca7dc610c3de330076,b29373c20d77510330b9aba253269e35,verified,Verified authentic Badri cattle photograph (2736x3648)
COW_BADRI_0015,badri_0015.jpg,cleaned/cattle/badri/badri_0015.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:00 UTC,2592,1728,1390137,JPEG,50cc7057ca2129eb7bda6cdffa4abf20bab163ae50631660c803c35bfb8f4093,abf5b1c74f38f18128ee1d6852155e27,verified,Verified authentic Badri cattle photograph (2592x1728)
COW_BADRI_0016,badri_0016.jpg,cleaned/cattle/badri/badri_0016.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:00 UTC,742,1170,289585,JPEG,b3c9f59d2be1f6344c502e3deb75a1e50232c06429a97a63f155425eaa466cda,d711cdb5a41325ad70879635d571b9ef,verified,Verified authentic Badri cattle photograph (742x1170)
COW_BADRI_0017,badri_0017.jpg,cleaned/cattle/badri/badri_0017.jpg,cattle,cow_badri,Badri,Uttarakhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:00 UTC,2465,2048,1219609,JPEG,d27e9bd508c4d2312d6d86c9e43e385357aafc191f9423dc252547995af195ef,2905c0e79edc6832cc078d850f05ea62,verified,Verified authentic Badri cattle photograph (2465x2048)
COW_BARGUR_0001,bargur_0001.jpg,cleaned/cattle/bargur/bargur_0001.jpg,cattle,cow_bargur,Bargur,Tamil Nadu,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:00 UTC,3888,2592,2069591,JPEG,c75a9fa006f3991eb01d9db585da69833267e5e2a8713e8bd86cd916b2818d27,8c37be04019326053065a727a4ea1715,verified,Verified authentic Bargur cattle photograph (3888x2592)
COW_BELAHI_0001,belahi_0001.jpg,cleaned/cattle/belahi/belahi_0001.jpg,cattle,cow_belahi,Belahi,Haryana and Chandigarh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:01 UTC,2048,1536,789824,JPEG,8013d7f66fc19ae43eac82a5d0bca719a27b137b8d407418cc678610cb26f1af,c50ecfac3632831755cd7b3b59f7ea0a,verified,Verified authentic Belahi cattle photograph (2048x1536)
COW_BELAHI_0002,belahi_0002.jpg,cleaned/cattle/belahi/belahi_0002.jpg,cattle,cow_belahi,Belahi,Haryana and Chandigarh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:01 UTC,274,184,25307,JPEG,6acf68dd0ac8c827dd98b10f3c7962909afba3ddf54663494d8c65c4a804b770,7157fee8b1c6a08c7a8ec34aeb590215,verified,Verified authentic Belahi cattle photograph (274x184)
COW_BINJHARPURI_0001,binjharpuri_0001.jpg,cleaned/cattle/binjharpuri/binjharpuri_0001.jpg,cattle,cow_binjharpuri,Binjharpuri,Odisha,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:01 UTC,360,237,38389,PNG,b42f85047abce8eb13677e15fca991d02759aaa876d328e732dc53e726b35670,fbc172a1a7d3a18733618313abff27ff,verified,Verified authentic Binjharpuri cattle photograph (360x237)
COW_BINJHARPURI_0002,binjharpuri_0002.jpg,cleaned/cattle/binjharpuri/binjharpuri_0002.jpg,cattle,cow_binjharpuri,Binjharpuri,Odisha,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:01 UTC,2966,1668,2207097,JPEG,080e70cd936def55514f4c80e700dfaa98b60ed9d7952e986dbec6f67a293a08,73cdbf81a27445826ff315fce64b755b,verified,Verified authentic Binjharpuri cattle photograph (2966x1668)
COW_DAGRI_0001,dagri_0001.jpg,cleaned/cattle/dagri/dagri_0001.jpg,cattle,cow_dagri,Dagri,Gujarat,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:01 UTC,612,459,219553,JPEG,048a1e02fb6a74663d5de1d67c9e8d43b9ad576162120b5864c5f74ce23a6d90,8c804c56406ca81cdce6155aac139ab4,verified,Verified authentic Dagri cattle photograph (612x459)
COW_DAGRI_0002,dagri_0002.jpg,cleaned/cattle/dagri/dagri_0002.jpg,cattle,cow_dagri,Dagri,Gujarat,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:01 UTC,689,459,191327,JPEG,a79118f4b63bf9a9966be62b4c2b6b6ac3a7bb99ae4ed87227825c5a87911f2c,c44fe8fad294c61fdf06c37792337cb5,verified,Verified authentic Dagri cattle photograph (689x459)
COW_DANGI_0001,dangi_0001.jpg,cleaned/cattle/dangi/dangi_0001.jpg,cattle,cow_dangi,Dangi,Maharashtra and Gujarat,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:01 UTC,2400,2742,1873725,JPEG,3e05377892731544cec82e8bd96d33c8b3876cb76aaa1ec9c792116debbee596,bc6339fcde4c66eb04cdd9f9836d3bc4,verified,Verified authentic Dangi cattle photograph (2400x2742)
COW_DANGI_0002,dangi_0002.jpg,cleaned/cattle/dangi/dangi_0002.jpg,cattle,cow_dangi,Dangi,Maharashtra and Gujarat,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:02 UTC,4032,3024,6663643,MPO,36bd7b3a412e1e60529a20c5eabc8085bb3d2ae77c4a624209facd7b2fb532be,7943f66be29a4de4785205c6d532f5bb,verified,Verified authentic Dangi cattle photograph (4032x3024)
COW_DANGI_0003,dangi_0003.jpg,cleaned/cattle/dangi/dangi_0003.jpg,cattle,cow_dangi,Dangi,Maharashtra and Gujarat,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:03 UTC,4220,3456,4870487,JPEG,d993a3444f608be9f8ac688f51b33bf91fde9c8f9580a4907a5fa626d87a0711,60d03a049c1cd1d2cd111e2ad494bb59,verified,Verified authentic Dangi cattle photograph (4220x3456)
COW_DANGI_0004,dangi_0004.jpg,cleaned/cattle/dangi/dangi_0004.jpg,cattle,cow_dangi,Dangi,Maharashtra and Gujarat,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:03 UTC,5184,3456,6225315,JPEG,0112319dcaa4b7dd49451b6016558a5c7f005a362a577eb92141ad7037fa7c55,4272ed5c2b3e6e2530ccc94e07bbcc28,verified,Verified authentic Dangi cattle photograph (5184x3456)
COW_DANGI_0005,dangi_0005.jpg,cleaned/cattle/dangi/dangi_0005.jpg,cattle,cow_dangi,Dangi,Maharashtra and Gujarat,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:03 UTC,600,700,62366,PNG,7da61b6da45841fe31d0aa7f211ff8d1092064dfd4a40e3b28efa5269b2f0bf7,6d7742c70301e1a4627945081b574bdf,verified,Verified authentic Dangi cattle photograph (600x700)
COW_DEONI_0001,deoni_0001.jpg,cleaned/cattle/deoni/deoni_0001.jpg,cattle,cow_deoni,Deoni,Maharashtra and Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:04 UTC,5184,3456,7013264,JPEG,b44a343268a256430dca29f7d3cfc46e6cf0624be436a7d5d19ab960c7f37f5d,6b8348fc037f3cbfa79fdc8227ee4249,verified,Verified authentic Deoni cattle photograph (5184x3456)
COW_DEONI_0002,deoni_0002.jpg,cleaned/cattle/deoni/deoni_0002.jpg,cattle,cow_deoni,Deoni,Maharashtra and Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:05 UTC,5184,3456,6480101,JPEG,8a327e65c242d4e1ec1178eb43d6717e53d9046e7a23e96a78384d089ca822b4,9e2ac43fab0c0cfc88481ef316fe0368,verified,Verified authentic Deoni cattle photograph (5184x3456)
COW_DEONI_0003,deoni_0003.jpg,cleaned/cattle/deoni/deoni_0003.jpg,cattle,cow_deoni,Deoni,Maharashtra and Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:05 UTC,1144,1322,789703,JPEG,257916074e3a9841d48edc38857f17b112940718962d38bf59bea5fc0f1dec53,3f2d2d1e1461c3dd2c40d9da678e2a67,verified,Verified authentic Deoni cattle photograph (1144x1322)
COW_GANGATIRI_0001,gangatiri_0001.jpg,cleaned/cattle/gangatiri/gangatiri_0001.jpg,cattle,cow_gangatiri,Gangatiri,Uttar Pradesh and Bihar,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:05 UTC,3294,1647,2218494,JPEG,17236ffb086601258d87f6627b8ca3f852e3aa72e2aa89b049348af74ec50f2c,a792f4b7c05daf6d4ec3d0fe28a4e1cc,verified,Verified authentic Gangatiri cattle photograph (3294x1647)
COW_GANGATIRI_0002,gangatiri_0002.jpg,cleaned/cattle/gangatiri/gangatiri_0002.jpg,cattle,cow_gangatiri,Gangatiri,Uttar Pradesh and Bihar,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:06 UTC,5184,3456,7303534,JPEG,4d1c74989a2a1e34735a053d82b3eec58fa9abea780665444c3231ba3c3ab5ff,5ad2ced6b25b2b632dbba13da0bd40ff,verified,Verified authentic Gangatiri cattle photograph (5184x3456)
COW_GANGATIRI_0003,gangatiri_0003.jpg,cleaned/cattle/gangatiri/gangatiri_0003.jpg,cattle,cow_gangatiri,Gangatiri,Uttar Pradesh and Bihar,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:06 UTC,4908,3456,5321101,JPEG,06abc2bac103ffc5a04349aea5393a0bc265652ddd2c939ae041de8412ae92be,3037455dd7d67ac9e52a5d50e8662472,verified,Verified authentic Gangatiri cattle photograph (4908x3456)
COW_GANGATIRI_0004,gangatiri_0004.jpg,cleaned/cattle/gangatiri/gangatiri_0004.jpg,cattle,cow_gangatiri,Gangatiri,Uttar Pradesh and Bihar,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:07 UTC,4080,3072,3085957,JPEG,3a9bb487020ab01e5a0ad0e352cc9c49f51bd57e20992e8b5a8ba9166fba66ab,4f4658f9c90f9153da316f54bdec0d66,verified,Verified authentic Gangatiri cattle photograph (4080x3072)
COW_GANGATIRI_0005,gangatiri_0005.jpg,cleaned/cattle/gangatiri/gangatiri_0005.jpg,cattle,cow_gangatiri,Gangatiri,Uttar Pradesh and Bihar,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:07 UTC,2701,2091,1699527,JPEG,85dd7a9275acf569fd4cf3be9bd65534ffbb1c7d5a326d4f8eae36ad0337d621,b5f4d888a285927e270fac12030883ad,verified,Verified authentic Gangatiri cattle photograph (2701x2091)
COW_GANGATIRI_0006,gangatiri_0006.jpg,cleaned/cattle/gangatiri/gangatiri_0006.jpg,cattle,cow_gangatiri,Gangatiri,Uttar Pradesh and Bihar,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:08 UTC,4000,2000,2887274,JPEG,16c2d3f0d26f705cca44bc6361fa87bba2ff651026435792963b2fa7c15ac1a1,b472af0a5e44af16e2c9cd0fe84e1cbe,verified,Verified authentic Gangatiri cattle photograph (4000x2000)
COW_GANGATIRI_0007,gangatiri_0007.jpg,cleaned/cattle/gangatiri/gangatiri_0007.jpg,cattle,cow_gangatiri,Gangatiri,Uttar Pradesh and Bihar,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:08 UTC,2200,1339,1214967,JPEG,58d3db9094993b17dde14ea063b9f45185971b033add6bba10d19d0999d9e366,5ac15a65131adbaf25b6c877b3eb4852,verified,Verified authentic Gangatiri cattle photograph (2200x1339)
COW_GANGATIRI_0008,gangatiri_0008.jpg,cleaned/cattle/gangatiri/gangatiri_0008.jpg,cattle,cow_gangatiri,Gangatiri,Uttar Pradesh and Bihar,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:08 UTC,2200,1233,688166,JPEG,8802bfb8772862eb33a7ca70cd8cd46da13c3be16da19b7ea55ea808ddfb5af1,a8603d4d6cb3ea007e0c46d1397ed054,verified,Verified authentic Gangatiri cattle photograph (2200x1233)
COW_GAOLAO_0001,gaolao_0001.jpg,cleaned/cattle/gaolao/gaolao_0001.jpg,cattle,cow_gaolao,Gaolao,Maharashtra and Madhya Pradesh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:08 UTC,5184,3456,5189258,JPEG,717005b0ec6fded10dec9c3bf708fcc0f1b3db5faff9263e351fa768da856900,fbf4f0af3de207f4ff6531de235d2194,verified,Verified authentic Gaolao cattle photograph (5184x3456)
COW_GAOLAO_0002,gaolao_0002.jpg,cleaned/cattle/gaolao/gaolao_0002.jpg,cattle,cow_gaolao,Gaolao,Maharashtra and Madhya Pradesh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:09 UTC,5184,3456,5827673,JPEG,0fc0455358b6cd59c5e8beb8cbd29d7d26e63b5d77f9e23c3edcbe497d214915,446ac348307f8737853392c28642a218,verified,Verified authentic Gaolao cattle photograph (5184x3456)
