image_id,relative_path,breed_id,breed_name,species,source_type,split
BUF_BUFFALO_MEHSANA_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0001.jpg,buffalo_mehsana,Mehsana,buffalo,REAL,train
BUF_BUFFALO_MEHSANA_0012,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0012.jpg,buffalo_mehsana,Mehsana,buffalo,REAL,train
BUF_BUFFALO_MEHSANA_0003,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0003.jpg,buffalo_mehsana,Mehsana,buffalo,REAL,train
BUF_BUFFALO_MEHSANA_0005,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0005.jpg,buffalo_mehsana,Mehsana,buffalo,REAL,train
BUF_BUFFALO_MELGHATI_0002,dataset/expanded_82_breeds_v2/buffalo/buffalo_melghati/melghati_0002.jpg,buffalo_melghati,Melghati,buffalo,REAL,train
BUF_BUFFALO_MURRAH_0009,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0009.jpg,buffalo_murrah,Murrah,buffalo,REAL,train
BUF_BUFFALO_MURRAH_0002,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0002.jpg,buffalo_murrah,Murrah,buffalo,REAL,train
BUF_BUFFALO_MURRAH_0006,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0006.jpg,buffalo_murrah,Murrah,buffalo,REAL,train
BUF_BUFFALO_MURRAH_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0001.jpg,buffalo_murrah,Murrah,buffalo,REAL,train
BUF_BUFFALO_MURRAH_0008,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0008.jpg,buffalo_murrah,Murrah,buffalo,REAL,train
BUF_BUFFALO_MURRAH_0003,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0003.jpg,buffalo_murrah,Murrah,buffalo,REAL,train
BUF_BUFFALO_NAGPURI_0006,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0006.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,train
BUF_BUFFALO_NAGPURI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0001.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,train
BUF_BUFFALO_NAGPURI_0010,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0010.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,train
BUF_BUFFALO_NAGPURI_0011,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0011.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,train
BUF_BUFFALO_NAGPURI_0003,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0003.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,train
BUF_BUFFALO_NAGPURI_0002,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0002.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,train
BUF_BUFFALO_NAGPURI_0009,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0009.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,train
BUF_BUFFALO_NILI_RAVI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_nili_ravi/nili_ravi_0001.jpg,buffalo_nili_ravi,Nili Ravi,buffalo,REAL,train
BUF_BUFFALO_PANDHARPURI_0002,dataset/expanded_82_breeds_v2/buffalo/buffalo_pandharpuri/pandharpuri_0002.jpg,buffalo_pandharpuri,Pandharpuri,buffalo,REAL,train
BUF_BUFFALO_PURNATHADI_0002,dataset/expanded_82_breeds_v2/buffalo/buffalo_purnathadi/purnathadi_0002.jpg,buffalo_purnathadi,Purnathadi,buffalo,REAL,train
BUF_BUFFALO_SURTI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0001.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0018,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0018.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0016,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0016.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0002,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0002.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0009,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0009.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0006,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0006.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0012,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0012.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0004,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0004.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0019,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0019.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0017,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0017.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0014,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0014.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0003,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0003.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0010,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0010.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0021,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0021.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_SURTI_0005,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0005.jpg,buffalo_surti,Surti,buffalo,REAL,train
BUF_BUFFALO_TODA_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0001.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0002,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0002.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0006,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0006.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0017,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0017.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0013,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0013.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0016,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0016.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0009,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0009.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0015,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0015.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0003,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0003.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0010,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0010.jpg,buffalo_toda,Toda,buffalo,REAL,train
BUF_BUFFALO_TODA_0018,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0018.jpg,buffalo_toda,Toda,buffalo,REAL,train
CAT_COW_AMRITMAHAL_0001,dataset/expanded_82_breeds_v2/cattle/cow_amritmahal/amritmahal_0001.jpg,cow_amritmahal,Amritmahal,cattle,REAL,train
CAT_COW_AMRITMAHAL_0002,dataset/expanded_82_breeds_v2/cattle/cow_amritmahal/amritmahal_0002.jpg,cow_amritmahal,Amritmahal,cattle,REAL,train
CAT_COW_AMRITMAHAL_0006,dataset/expanded_82_breeds_v2/cattle/cow_amritmahal/cow_amritmahal_0006.jpg,cow_amritmahal,Amritmahal,cattle,REAL,train
CAT_COW_AMRITMAHAL_0003,dataset/expanded_82_breeds_v2/cattle/cow_amritmahal/cow_amritmahal_0003.jpg,cow_amritmahal,Amritmahal,cattle,REAL,train
CAT_COW_BACHAUR_0016,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0016.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0010,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0010.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0001,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/bachaur_0001.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0009,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0009.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0018,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0018.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0013,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0013.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0002,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/bachaur_0002.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0014,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0014.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0006,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0006.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0003,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0003.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0012,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0012.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0021,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0021.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0004,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0004.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0005,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0005.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0019,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0019.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0017,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0017.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BACHAUR_0022,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0022.jpg,cow_bachaur,Bachaur,cattle,REAL,train
CAT_COW_BADRI_0001,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0001.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0002,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0002.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0006,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0006.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0016,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0016.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0012,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0012.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0015,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0015.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0009,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0009.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0014,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0014.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0003,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0003.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0010,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0010.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BADRI_0017,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0017.jpg,cow_badri,Badri,cattle,REAL,train
CAT_COW_BARGUR_0001,dataset/expanded_82_breeds_v2/cattle/cow_bargur/bargur_0001.jpg,cow_bargur,Bargur,cattle,REAL,train
CAT_COW_BARGUR_0002,dataset/expanded_82_breeds_v2/cattle/cow_bargur/cow_bargur_0002.jpg,cow_bargur,Bargur,cattle,REAL,train
CAT_COW_BARGUR_0006,dataset/expanded_82_breeds_v2/cattle/cow_bargur/cow_bargur_0006.jpg,cow_bargur,Bargur,cattle,REAL,train
CAT_COW_BARGUR_0003,dataset/expanded_82_breeds_v2/cattle/cow_bargur/cow_bargur_0003.jpg,cow_bargur,Bargur,cattle,REAL,train
CAT_COW_BARGUR_0005,dataset/expanded_82_breeds_v2/cattle/cow_bargur/cow_bargur_0005.jpg,cow_bargur,Bargur,cattle,REAL,train
CAT_COW_BELAHI_0002,dataset/expanded_82_breeds_v2/cattle/cow_belahi/belahi_0002.jpg,cow_belahi,Belahi,cattle,REAL,train
CAT_COW_BINJHARPURI_0002,dataset/expanded_82_breeds_v2/cattle/cow_binjharpuri/binjharpuri_0002.jpg,cow_binjharpuri,Binjharpuri,cattle,REAL,train
CAT_COW_DAGRI_0002,dataset/expanded_82_breeds_v2/cattle/cow_dagri/dagri_0002.jpg,cow_dagri,Dagri,cattle,REAL,train
CAT_COW_DANGI_0043,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0043.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0030,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0030.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0031,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0031.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0042,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0042.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0040,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0040.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0002,dataset/expanded_82_breeds_v2/cattle/cow_dangi/dangi_0002.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0010,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0010.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0018,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0018.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0014,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0014.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0009,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0009.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0012,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0012.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0033,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0033.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0037,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0037.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0025,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0025.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0023,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0023.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0019,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0019.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0003,dataset/expanded_82_breeds_v2/cattle/cow_dangi/dangi_0003.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0021,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0021.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0015,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0015.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0022,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0022.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0036,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0036.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0032,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0032.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0006,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0006.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0035,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0035.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0004,dataset/expanded_82_breeds_v2/cattle/cow_dangi/dangi_0004.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0011,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0011.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0017,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0017.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0038,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0038.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0007,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0007.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0005,dataset/expanded_82_breeds_v2/cattle/cow_dangi/dangi_0005.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DANGI_0027,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0027.jpg,cow_dangi,Dangi,cattle,REAL,train
CAT_COW_DEONI_0001,dataset/expanded_82_breeds_v2/cattle/cow_deoni/deoni_0001.jpg,cow_deoni,Deoni,cattle,REAL,train
CAT_COW_DEONI_0003,dataset/expanded_82_breeds_v2/cattle/cow_deoni/deoni_0003.jpg,cow_deoni,Deoni,cattle,REAL,train
CAT_COW_GANGATIRI_0002,dataset/expanded_82_breeds_v2/cattle/cow_gangatiri/gangatiri_0002.jpg,cow_gangatiri,Gangatiri,cattle,REAL,train
CAT_COW_GANGATIRI_0006,dataset/expanded_82_breeds_v2/cattle/cow_gangatiri/gangatiri_0006.jpg,cow_gangatiri,Gangatiri,cattle,REAL,train
CAT_COW_GANGATIRI_0001,dataset/expanded_82_breeds_v2/cattle/cow_gangatiri/gangatiri_0001.jpg,cow_gangatiri,Gangatiri,cattle,REAL,train
CAT_COW_GANGATIRI_0008,dataset/expanded_82_breeds_v2/cattle/cow_gangatiri/gangatiri_0008.jpg,cow_gangatiri,Gangatiri,cattle,REAL,train
CAT_COW_GANGATIRI_0003,dataset/expanded_82_breeds_v2/cattle/cow_gangatiri/gangatiri_0003.jpg,cow_gangatiri,Gangatiri,cattle,REAL,train
CAT_COW_GANGATIRI_0005,dataset/expanded_82_breeds_v2/cattle/cow_gangatiri/gangatiri_0005.jpg,cow_gangatiri,Gangatiri,cattle,REAL,train
