synthetic_image_id,breed_id,breed_name,species,generation_method,generation_model,generation_prompt_id,generation_date,source_type,synthetic_status,quality_status,review_status,relative_path,sha256,width,height,perspective,environment,verified_coat,verified_horns
SYNTH_COW_GHUMUSARI_0015,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_head_and_horn_portrait_15,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0015.jpg,b1d80d0d842831b474d22b6555462112390379eb41d2099fd085c3d376fe9813,384,384,head_and_horn_portrait,agricultural_farm_shed,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_GHUMUSARI_0017,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_standing_front_quarter_17,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0017.jpg,7d97bfe3679880bc04f9347f881aebc3d0dd956af54693969d6f0794205173f9,384,384,standing_front_quarter,village_dairy_courtyard,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_GHUMUSARI_0016,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_diagonal_pastoral_shot_16,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0016.jpg,c0e8d218924463af04f86d44ae5bc44ba2901d5d60ab7b26944be25472b72ba6,384,384,diagonal_pastoral_shot,open_grassland,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_GHUMUSARI_0023,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_standing_front_quarter_23,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0023.jpg,190fc1c7ec82ea1f3bdd96fc13450f3a48b07e66d4a97e7555e642b320ca4676,384,384,standing_front_quarter,village_dairy_courtyard,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_GHUMUSARI_0022,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_diagonal_pastoral_shot_22,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0022.jpg,3864a348c8e981c1daabfa0a96ee5d923107c8c30853e3d9b9b70af91468d24d,384,384,diagonal_pastoral_shot,open_grassland,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_GHUMUSARI_0026,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_three_quarter_profile_26,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0026.jpg,6ef7a468d7bcf118e9aa30355ac796bffe2922d98558b5800af36cb4a5676b91,384,384,three_quarter_profile,traditional_village_paddock,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_GHUMUSARI_0025,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_lateral_full_body_25,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0025.jpg,87ad4708aadd97dcd4e788edb2ec164a86f36bb28407b551ecb0af121da34c48,384,384,lateral_full_body,rural_grazing_pasture,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_GHUMUSARI_0020,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_three_quarter_profile_20,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0020.jpg,bd4d6c96e9a7303af43caaf13784d28c2c6fdc83cbe7268785da0811803d290c,384,384,three_quarter_profile,traditional_village_paddock,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_KHARIAR_0002,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_three_quarter_profile_02,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0002.jpg,fc0cb4c20305605cf79b3ad1a00da2cf0cb55380de3563bda78268f101e58d2f,384,384,three_quarter_profile,traditional_village_paddock,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0001,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_lateral_full_body_01,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0001.jpg,e0effbd5451f91feb64896fedc7a10062b2f700f4f815990c8399f32e6bcb0ef,384,384,lateral_full_body,rural_grazing_pasture,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0003,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_head_and_horn_portrait_03,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0003.jpg,51f02b42636b11ec1dc95ef20b8b4e6d1a69100a9b0f50220c0b16cbfe91a575,384,384,head_and_horn_portrait,agricultural_farm_shed,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0004,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_diagonal_pastoral_shot_04,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0004.jpg,02a7f5805f4f1a0baf7becf8646cbd17a041fe99bd3cae3ee415b2d2559b0e50,384,384,diagonal_pastoral_shot,open_grassland,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0006,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_elevated_lateral_view_06,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0006.jpg,6aa8e73c9eae77260aaa5b171bdad424e831f47be62b5742510c61deb193c91e,384,384,elevated_lateral_view,dry_pastoral_tract,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0005,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_standing_front_quarter_05,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0005.jpg,2cfd3b9f8162af974c3055a9cf54b7be82a6837c84478ccea454baaaf6c74f8d,384,384,standing_front_quarter,village_dairy_courtyard,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_GHUMUSARI_0027,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_head_and_horn_portrait_27,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0027.jpg,2f8bfb8e0625df3f039474cf7f8c9351a68f851e8768e6b0b47825626e66e566,384,384,head_and_horn_portrait,agricultural_farm_shed,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_GHUMUSARI_0024,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_elevated_lateral_view_24,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0024.jpg,6f8837d8d1616f86800eef0cf0e54c90a16961262e32ae68ed87ff58ddb2af92,384,384,elevated_lateral_view,dry_pastoral_tract,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_KHARIAR_0007,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_lateral_full_body_07,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0007.jpg,a79906359886741780be43a7b5f583c466ed607ef0fb07673b0e5854fa282318,384,384,lateral_full_body,rural_grazing_pasture,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_GHUMUSARI_0021,cow_ghumusari,Ghumusari,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_ghumusari_head_and_horn_portrait_21,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_ghumusari/SYNTH_COW_GHUMUSARI_0021.jpg,6bdb22e60baf3621893bc94420d01b95dd7687e083a02febd3eeed5c601028fa,384,384,head_and_horn_portrait,agricultural_farm_shed,White or grey with darker shades on neck in males,"Small, curved upward and inward"
SYNTH_COW_KHARIAR_0008,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_three_quarter_profile_08,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0008.jpg,cf92a2dd5a31ad30430c3d1d406482010516e08da6b62409ad251590efbc884e,384,384,three_quarter_profile,traditional_village_paddock,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0010,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_diagonal_pastoral_shot_10,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0010.jpg,ccf345c845db099b27c909b054543bab30f0be49b58aa8b26471efb358d1a1e6,384,384,diagonal_pastoral_shot,open_grassland,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0009,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_head_and_horn_portrait_09,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0009.jpg,21e09d80e74c13cfb24822da4e30910d2f12d58873eaf921d4aae4d045b03c9c,384,384,head_and_horn_portrait,agricultural_farm_shed,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0014,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_three_quarter_profile_14,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0014.jpg,dd4ff7dc926ae716ba1f3849528b91cdaf557ec357fc67f593c902ceb60aec8f,384,384,three_quarter_profile,traditional_village_paddock,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0013,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_lateral_full_body_13,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0013.jpg,6123300f56ffc5d39f9877ad5f5cc1030db97a9e65a5a68d9b33bd997fa9d89b,384,384,lateral_full_body,rural_grazing_pasture,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0011,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_standing_front_quarter_11,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0011.jpg,a6adb1d4ca526bad131e1e37b33741abf8368d690cb768e4b4452725d0025b2a,384,384,standing_front_quarter,village_dairy_courtyard,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0015,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_head_and_horn_portrait_15,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0015.jpg,28f0f9d10bfee49c0806e6b8b5de5b5b59e49853191c8f796b5ec164c13cf08c,384,384,head_and_horn_portrait,agricultural_farm_shed,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0012,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_elevated_lateral_view_12,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0012.jpg,4d283dcbfe8e24a9aa9ff30b2dfd67f67e6ead0e88138222709306a5adb7ef76,384,384,elevated_lateral_view,dry_pastoral_tract,"Brown, grey, or white","Short, curved upwards and outwards"
SYNTH_COW_KHARIAR_0016,cow_khariar,Khariar,cattle,morphological_feature_preservation_synthesis,indigenous_livestock_domain_synthesizer_v3,PRM_cow_khariar_diagonal_pastoral_shot_16,2026-09-17,SYNTHETIC,VALID_TRAINING_SAMPLE,PASSED_QC,VERIFIED_BREED_MORPHOLOGY,dataset/synthetic_82_breeds_v3/synthetic/cattle/cow_khariar/SYNTH_COW_KHARIAR_0016.jpg,1ed3602651ea58a659d3e0ed9a60ac5a72811520540668d7645ff44081b4ad87,384,384,diagonal_pastoral_shot,open_grassland,"Brown, grey, or white","Short, curved upwards and outwards"
