image_id,relative_path,species,breed_id,breed_name
BUF_MANDA_0014,cleaned/buffalo/manda/manda_0014.jpg,buffalo,buffalo_manda,Manda
BUF_MANDA_0015,cleaned/buffalo/manda/manda_0015.jpg,buffalo,buffalo_manda,Manda
BUF_MANDA_0016,cleaned/buffalo/manda/manda_0016.jpg,buffalo,buffalo_manda,Manda
BUF_MANDA_0017,cleaned/buffalo/manda/manda_0017.jpg,buffalo,buffalo_manda,Manda
BUF_MANDA_0018,cleaned/buffalo/manda/manda_0018.jpg,buffalo,buffalo_manda,Manda
BUF_MANDA_0019,cleaned/buffalo/manda/manda_0019.jpg,buffalo,buffalo_manda,Manda
BUF_MANDA_0020,cleaned/buffalo/manda/manda_0020.jpg,buffalo,buffalo_manda,Manda
BUF_MANDA_0021,cleaned/buffalo/manda/manda_0021.jpg,buffalo,buffalo_manda,Manda
BUF_MANDA_0022,cleaned/buffalo/manda/manda_0022.jpg,buffalo,buffalo_manda,Manda
BUF_MARATHWADI_0001,cleaned/buffalo/marathwadi/marathwadi_0001.jpg,buffalo,buffalo_marathwadi,Marathwadi
BUF_MEHSANA_0001,cleaned/buffalo/mehsana/mehsana_0001.jpg,buffalo,buffalo_mehsana,Mehsana
BUF_MEHSANA_0002,cleaned/buffalo/mehsana/mehsana_0002.jpg,buffalo,buffalo_mehsana,Mehsana
BUF_MEHSANA_0003,cleaned/buffalo/mehsana/mehsana_0003.jpg,buffalo,buffalo_mehsana,Mehsana
BUF_MEHSANA_0004,cleaned/buffalo/mehsana/mehsana_0004.jpg,buffalo,buffalo_mehsana,Mehsana
BUF_MEHSANA_0005,cleaned/buffalo/mehsana/mehsana_0005.jpg,buffalo,buffalo_mehsana,Mehsana
BUF_MEHSANA_0007,cleaned/buffalo/mehsana/mehsana_0007.jpg,buffalo,buffalo_mehsana,Mehsana
BUF_MEHSANA_0010,cleaned/buffalo/mehsana/mehsana_0010.jpg,buffalo,buffalo_mehsana,Mehsana
BUF_MELGHATI_0001,cleaned/buffalo/melghati/melghati_0001.jpg,buffalo,buffalo_melghati,Melghati
BUF_MURRAH_0001,cleaned/buffalo/murrah/murrah_0001.jpg,buffalo,buffalo_murrah,Murrah
BUF_MURRAH_0002,cleaned/buffalo/murrah/murrah_0002.jpg,buffalo,buffalo_murrah,Murrah
BUF_MURRAH_0003,cleaned/buffalo/murrah/murrah_0003.jpg,buffalo,buffalo_murrah,Murrah
BUF_MURRAH_0004,cleaned/buffalo/murrah/murrah_0004.jpg,buffalo,buffalo_murrah,Murrah
BUF_MURRAH_0005,cleaned/buffalo/murrah/murrah_0005.jpg,buffalo,buffalo_murrah,Murrah
BUF_MURRAH_0006,cleaned/buffalo/murrah/murrah_0006.jpg,buffalo,buffalo_murrah,Murrah
BUF_NAGPURI_0001,cleaned/buffalo/nagpuri/nagpuri_0001.jpg,buffalo,buffalo_nagpuri,Nagpuri
BUF_NAGPURI_0002,cleaned/buffalo/nagpuri/nagpuri_0002.jpg,buffalo,buffalo_nagpuri,Nagpuri
BUF_NAGPURI_0003,cleaned/buffalo/nagpuri/nagpuri_0003.jpg,buffalo,buffalo_nagpuri,Nagpuri
BUF_NAGPURI_0004,cleaned/buffalo/nagpuri/nagpuri_0004.jpg,buffalo,buffalo_nagpuri,Nagpuri
BUF_NAGPURI_0005,cleaned/buffalo/nagpuri/nagpuri_0005.jpg,buffalo,buffalo_nagpuri,Nagpuri
BUF_NAGPURI_0006,cleaned/buffalo/nagpuri/nagpuri_0006.jpg,buffalo,buffalo_nagpuri,Nagpuri
BUF_NAGPURI_0007,cleaned/buffalo/nagpuri/nagpuri_0007.jpg,buffalo,buffalo_nagpuri,Nagpuri
BUF_NILI_RAVI_0001,cleaned/buffalo/nili_ravi/nili_ravi_0001.jpg,buffalo,buffalo_nili_ravi,Nili Ravi
BUF_PANDHARPURI_0001,cleaned/buffalo/pandharpuri/pandharpuri_0001.jpg,buffalo,buffalo_pandharpuri,Pandharpuri
BUF_PURNATHADI_0001,cleaned/buffalo/purnathadi/purnathadi_0001.jpg,buffalo,buffalo_purnathadi,Purnathadi
BUF_SURTI_0001,cleaned/buffalo/surti/surti_0001.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0002,cleaned/buffalo/surti/surti_0002.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0003,cleaned/buffalo/surti/surti_0003.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0004,cleaned/buffalo/surti/surti_0004.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0005,cleaned/buffalo/surti/surti_0005.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0006,cleaned/buffalo/surti/surti_0006.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0007,cleaned/buffalo/surti/surti_0007.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0008,cleaned/buffalo/surti/surti_0008.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0009,cleaned/buffalo/surti/surti_0009.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0010,cleaned/buffalo/surti/surti_0010.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0011,cleaned/buffalo/surti/surti_0011.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0012,cleaned/buffalo/surti/surti_0012.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0013,cleaned/buffalo/surti/surti_0013.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0014,cleaned/buffalo/surti/surti_0014.jpg,buffalo,buffalo_surti,Surti
BUF_SURTI_0015,cleaned/buffalo/surti/surti_0015.jpg,buffalo,buffalo_surti,Surti
BUF_TODA_0001,cleaned/buffalo/toda/toda_0001.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0002,cleaned/buffalo/toda/toda_0002.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0003,cleaned/buffalo/toda/toda_0003.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0004,cleaned/buffalo/toda/toda_0004.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0005,cleaned/buffalo/toda/toda_0005.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0006,cleaned/buffalo/toda/toda_0006.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0007,cleaned/buffalo/toda/toda_0007.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0008,cleaned/buffalo/toda/toda_0008.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0009,cleaned/buffalo/toda/toda_0009.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0010,cleaned/buffalo/toda/toda_0010.jpg,buffalo,buffalo_toda,Toda
BUF_TODA_0011,cleaned/buffalo/toda/toda_0011.jpg,buffalo,buffalo_toda,Toda
COW_AMRITMAHAL_0001,cleaned/cattle/amritmahal/amritmahal_0001.jpg,cattle,cow_amritmahal,Amritmahal
COW_BACHAUR_0001,cleaned/cattle/bachaur/bachaur_0001.jpg,cattle,cow_bachaur,Bachaur
COW_BADRI_0001,cleaned/cattle/badri/badri_0001.jpg,cattle,cow_badri,Badri
COW_BADRI_0002,cleaned/cattle/badri/badri_0002.jpg,cattle,cow_badri,Badri
COW_BADRI_0003,cleaned/cattle/badri/badri_0003.jpg,cattle,cow_badri,Badri
COW_BADRI_0004,cleaned/cattle/badri/badri_0004.jpg,cattle,cow_badri,Badri
COW_BADRI_0005,cleaned/cattle/badri/badri_0005.jpg,cattle,cow_badri,Badri
COW_BADRI_0006,cleaned/cattle/badri/badri_0006.jpg,cattle,cow_badri,Badri
COW_BADRI_0007,cleaned/cattle/badri/badri_0007.jpg,cattle,cow_badri,Badri
COW_BADRI_0008,cleaned/cattle/badri/badri_0008.jpg,cattle,cow_badri,Badri
COW_BADRI_0009,cleaned/cattle/badri/badri_0009.jpg,cattle,cow_badri,Badri
COW_BADRI_0010,cleaned/cattle/badri/badri_0010.jpg,cattle,cow_badri,Badri
COW_BADRI_0011,cleaned/cattle/badri/badri_0011.jpg,cattle,cow_badri,Badri
COW_BELAHI_0001,cleaned/cattle/belahi/belahi_0001.jpg,cattle,cow_belahi,Belahi
COW_BINJHARPURI_0001,cleaned/cattle/binjharpuri/binjharpuri_0001.jpg,cattle,cow_binjharpuri,Binjharpuri
COW_DAGRI_0001,cleaned/cattle/dagri/dagri_0001.jpg,cattle,cow_dagri,Dagri
COW_DANGI_0001,cleaned/cattle/dangi/dangi_0001.jpg,cattle,cow_dangi,Dangi
COW_DANGI_0002,cleaned/cattle/dangi/dangi_0002.jpg,cattle,cow_dangi,Dangi
COW_DANGI_0003,cleaned/cattle/dangi/dangi_0003.jpg,cattle,cow_dangi,Dangi
COW_DEONI_0001,cleaned/cattle/deoni/deoni_0001.jpg,cattle,cow_deoni,Deoni
COW_GANGATIRI_0001,cleaned/cattle/gangatiri/gangatiri_0001.jpg,cattle,cow_gangatiri,Gangatiri
COW_GANGATIRI_0002,cleaned/cattle/gangatiri/gangatiri_0002.jpg,cattle,cow_gangatiri,Gangatiri
COW_GANGATIRI_0003,cleaned/cattle/gangatiri/gangatiri_0003.jpg,cattle,cow_gangatiri,Gangatiri
COW_GANGATIRI_0004,cleaned/cattle/gangatiri/gangatiri_0004.jpg,cattle,cow_gangatiri,Gangatiri
COW_GANGATIRI_0005,cleaned/cattle/gangatiri/gangatiri_0005.jpg,cattle,cow_gangatiri,Gangatiri
COW_GANGATIRI_0006,cleaned/cattle/gangatiri/gangatiri_0006.jpg,cattle,cow_gangatiri,Gangatiri
COW_GAOLAO_0001,cleaned/cattle/gaolao/gaolao_0001.jpg,cattle,cow_gaolao,Gaolao
COW_GIR_0001,cleaned/cattle/gir/gir_0001.jpg,cattle,cow_gir,Gir
COW_GIR_0002,cleaned/cattle/gir/gir_0002.jpg,cattle,cow_gir,Gir
COW_GIR_0003,cleaned/cattle/gir/gir_0003.jpg,cattle,cow_gir,Gir
COW_GIR_0004,cleaned/cattle/gir/gir_0004.jpg,cattle,cow_gir,Gir
COW_GIR_0005,cleaned/cattle/gir/gir_0005.jpg,cattle,cow_gir,Gir
COW_GIR_0006,cleaned/cattle/gir/gir_0006.jpg,cattle,cow_gir,Gir
COW_GIR_0007,cleaned/cattle/gir/gir_0007.jpg,cattle,cow_gir,Gir
COW_GIR_0008,cleaned/cattle/gir/gir_0008.jpg,cattle,cow_gir,Gir
COW_GIR_0009,cleaned/cattle/gir/gir_0009.jpg,cattle,cow_gir,Gir
COW_GIR_0010,cleaned/cattle/gir/gir_0010.jpg,cattle,cow_gir,Gir
COW_GIR_0011,cleaned/cattle/gir/gir_0011.jpg,cattle,cow_gir,Gir
COW_GIR_0012,cleaned/cattle/gir/gir_0012.jpg,cattle,cow_gir,Gir
COW_GIR_0013,cleaned/cattle/gir/gir_0013.jpg,cattle,cow_gir,Gir
COW_GIR_0014,cleaned/cattle/gir/gir_0014.jpg,cattle,cow_gir,Gir
COW_GIR_0015,cleaned/cattle/gir/gir_0015.jpg,cattle,cow_gir,Gir
COW_GIR_0016,cleaned/cattle/gir/gir_0016.jpg,cattle,cow_gir,Gir
COW_GIR_0017,cleaned/cattle/gir/gir_0017.jpg,cattle,cow_gir,Gir
COW_GIR_0018,cleaned/cattle/gir/gir_0018.jpg,cattle,cow_gir,Gir
COW_GIR_0019,cleaned/cattle/gir/gir_0019.jpg,cattle,cow_gir,Gir
COW_GIR_0020,cleaned/cattle/gir/gir_0020.jpg,cattle,cow_gir,Gir
COW_GIR_0021,cleaned/cattle/gir/gir_0021.jpg,cattle,cow_gir,Gir
COW_HALLIKAR_0001,cleaned/cattle/hallikar/hallikar_0001.jpg,cattle,cow_hallikar,Hallikar
COW_HALLIKAR_0002,cleaned/cattle/hallikar/hallikar_0002.jpg,cattle,cow_hallikar,Hallikar
COW_HALLIKAR_0003,cleaned/cattle/hallikar/hallikar_0003.jpg,cattle,cow_hallikar,Hallikar
COW_HALLIKAR_0004,cleaned/cattle/hallikar/hallikar_0004.jpg,cattle,cow_hallikar,Hallikar
COW_HARIANA_0001,cleaned/cattle/hariana/hariana_0001.jpg,cattle,cow_hariana,Hariana
COW_HIMACHALI_PAHARI_0001,cleaned/cattle/himachali_pahari/himachali_pahari_0001.jpg,cattle,cow_himachali_pahari,Himachali Pahari
COW_KANGAYAM_0001,cleaned/cattle/kangayam/kangayam_0001.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0002,cleaned/cattle/kangayam/kangayam_0002.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0003,cleaned/cattle/kangayam/kangayam_0003.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0004,cleaned/cattle/kangayam/kangayam_0004.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0005,cleaned/cattle/kangayam/kangayam_0005.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0006,cleaned/cattle/kangayam/kangayam_0006.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0007,cleaned/cattle/kangayam/kangayam_0007.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0008,cleaned/cattle/kangayam/kangayam_0008.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0009,cleaned/cattle/kangayam/kangayam_0009.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0010,cleaned/cattle/kangayam/kangayam_0010.jpg,cattle,cow_kangayam,Kangayam
COW_KANGAYAM_0011,cleaned/cattle/kangayam/kangayam_0011.jpg,cattle,cow_kangayam,Kangayam
COW_KANKREJ_0001,cleaned/cattle/kankrej/kankrej_0001.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0002,cleaned/cattle/kankrej/kankrej_0002.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0003,cleaned/cattle/kankrej/kankrej_0003.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0004,cleaned/cattle/kankrej/kankrej_0004.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0005,cleaned/cattle/kankrej/kankrej_0005.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0006,cleaned/cattle/kankrej/kankrej_0006.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0007,cleaned/cattle/kankrej/kankrej_0007.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0008,cleaned/cattle/kankrej/kankrej_0008.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0009,cleaned/cattle/kankrej/kankrej_0009.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0010,cleaned/cattle/kankrej/kankrej_0010.jpg,cattle,cow_kankrej,Kankrej
COW_KANKREJ_0011,cleaned/cattle/kankrej/kankrej_0011.jpg,cattle,cow_kankrej,Kankrej
COW_KATHANI_0001,cleaned/cattle/kathani/kathani_0001.jpg,cattle,cow_kathani,Kathani
COW_KENKATHA_0001,cleaned/cattle/kenkatha/kenkatha_0001.jpg,cattle,cow_kenkatha,Kenkatha
COW_KHERIGARH_0001,cleaned/cattle/kherigarh/kherigarh_0001.jpg,cattle,cow_kherigarh,Kherigarh
COW_KHILLAR_0001,cleaned/cattle/khillar/khillar_0001.jpg,cattle,cow_khillar,Khillar
COW_KONKAN_KAPILA_0001,cleaned/cattle/konkan_kapila/konkan_kapila_0001.jpg,cattle,cow_konkan_kapila,Konkan Kapila
COW_KOPPAL_0001,cleaned/cattle/koppal/koppal_0001.jpg,cattle,cow_koppal,Koppal
COW_KOSALI_0001,cleaned/cattle/kosali/kosali_0001.jpg,cattle,cow_kosali,Kosali
COW_KRISHNA_VALLEY_0001,cleaned/cattle/krishna_valley/krishna_valley_0001.jpg,cattle,cow_krishna_valley,Krishna Valley
COW_LADAKHI_0001,cleaned/cattle/ladakhi/ladakhi_0001.jpg,cattle,cow_ladakhi,Ladakhi
COW_LADAKHI_0002,cleaned/cattle/ladakhi/ladakhi_0002.jpg,cattle,cow_ladakhi,Ladakhi
COW_LADAKHI_0003,cleaned/cattle/ladakhi/ladakhi_0003.jpg,cattle,cow_ladakhi,Ladakhi
COW_LAKHIMI_0001,cleaned/cattle/lakhimi/lakhimi_0001.jpg,cattle,cow_lakhimi,Lakhimi
COW_MAHAKAUSHALI_0001,cleaned/cattle/mahakaushali/mahakaushali_0001.jpg,cattle,cow_mahakaushali,Mahakaushali
COW_MALNAD_GIDDA_0001,cleaned/cattle/malnad_gidda/malnad_gidda_0001.jpg,cattle,cow_malnad_gidda,Malnad Gidda
COW_MALVI_0001,cleaned/cattle/malvi/malvi_0001.jpg,cattle,cow_malvi,Malvi
COW_MASILUM_0001,cleaned/cattle/masilum/masilum_0001.jpg,cattle,cow_masilum,Masilum
COW_MEDINI_0001,cleaned/cattle/medini/medini_0001.jpg,cattle,cow_medini,Medini
COW_MEWATI_0001,cleaned/cattle/mewati/mewati_0001.jpg,cattle,cow_mewati,Mewati
COW_MOTU_0001,cleaned/cattle/motu/motu_0001.jpg,cattle,cow_motu,Motu
COW_NAGORI_0001,cleaned/cattle/nagori/nagori_0001.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0002,cleaned/cattle/nagori/nagori_0002.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0003,cleaned/cattle/nagori/nagori_0003.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0004,cleaned/cattle/nagori/nagori_0004.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0005,cleaned/cattle/nagori/nagori_0005.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0006,cleaned/cattle/nagori/nagori_0006.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0007,cleaned/cattle/nagori/nagori_0007.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0008,cleaned/cattle/nagori/nagori_0008.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0009,cleaned/cattle/nagori/nagori_0009.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0010,cleaned/cattle/nagori/nagori_0010.jpg,cattle,cow_nagori,Nagori
COW_NAGORI_0011,cleaned/cattle/nagori/nagori_0011.jpg,cattle,cow_nagori,Nagori
COW_NARI_0001,cleaned/cattle/nari/nari_0001.jpg,cattle,cow_nari,Nari
COW_NIMARI_0001,cleaned/cattle/nimari/nimari_0001.jpg,cattle,cow_nimari,Nimari
COW_NIMARI_0002,cleaned/cattle/nimari/nimari_0002.jpg,cattle,cow_nimari,Nimari
COW_NIMARI_0003,cleaned/cattle/nimari/nimari_0003.jpg,cattle,cow_nimari,Nimari
COW_NIMARI_0004,cleaned/cattle/nimari/nimari_0004.jpg,cattle,cow_nimari,Nimari
COW_NIMARI_0005,cleaned/cattle/nimari/nimari_0005.jpg,cattle,cow_nimari,Nimari
COW_NIMARI_0006,cleaned/cattle/nimari/nimari_0006.jpg,cattle,cow_nimari,Nimari
COW_NIMARI_0007,cleaned/cattle/nimari/nimari_0007.jpg,cattle,cow_nimari,Nimari
COW_NIMARI_0008,cleaned/cattle/nimari/nimari_0008.jpg,cattle,cow_nimari,Nimari
COW_ONGOLE_0001,cleaned/cattle/ongole/ongole_0001.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0002,cleaned/cattle/ongole/ongole_0002.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0003,cleaned/cattle/ongole/ongole_0003.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0004,cleaned/cattle/ongole/ongole_0004.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0005,cleaned/cattle/ongole/ongole_0005.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0006,cleaned/cattle/ongole/ongole_0006.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0007,cleaned/cattle/ongole/ongole_0007.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0008,cleaned/cattle/ongole/ongole_0008.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0009,cleaned/cattle/ongole/ongole_0009.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0010,cleaned/cattle/ongole/ongole_0010.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0011,cleaned/cattle/ongole/ongole_0011.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0012,cleaned/cattle/ongole/ongole_0012.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0013,cleaned/cattle/ongole/ongole_0013.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0014,cleaned/cattle/ongole/ongole_0014.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0015,cleaned/cattle/ongole/ongole_0015.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0016,cleaned/cattle/ongole/ongole_0016.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0017,cleaned/cattle/ongole/ongole_0017.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0018,cleaned/cattle/ongole/ongole_0018.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0019,cleaned/cattle/ongole/ongole_0019.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0020,cleaned/cattle/ongole/ongole_0020.jpg,cattle,cow_ongole,Ongole
COW_ONGOLE_0021,cleaned/cattle/ongole/ongole_0021.jpg,cattle,cow_ongole,Ongole
COW_PERIYAR_0001,cleaned/cattle/periyar/periyar_0001.jpg,cattle,cow_periyar,Periyar
COW_PERIYAR_0002,cleaned/cattle/periyar/periyar_0002.jpg,cattle,cow_periyar,Periyar
COW_PERIYAR_0003,cleaned/cattle/periyar/periyar_0003.jpg,cattle,cow_periyar,Periyar
COW_PERIYAR_0004,cleaned/cattle/periyar/periyar_0004.jpg,cattle,cow_periyar,Periyar
COW_PODA_THURPU_0001,cleaned/cattle/poda_thurpu/poda_thurpu_0001.jpg,cattle,cow_poda_thurpu,Poda Thurpu
COW_PONWAR_0001,cleaned/cattle/ponwar/ponwar_0001.jpg,cattle,cow_ponwar,Ponwar
COW_PULIKULAM_0001,cleaned/cattle/pulikulam/pulikulam_0001.jpg,cattle,cow_pulikulam,Pulikulam
COW_PUNGANUR_0001,cleaned/cattle/punganur/punganur_0001.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0002,cleaned/cattle/punganur/punganur_0002.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0003,cleaned/cattle/punganur/punganur_0003.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0004,cleaned/cattle/punganur/punganur_0004.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0005,cleaned/cattle/punganur/punganur_0005.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0006,cleaned/cattle/punganur/punganur_0006.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0007,cleaned/cattle/punganur/punganur_0007.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0008,cleaned/cattle/punganur/punganur_0008.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0009,cleaned/cattle/punganur/punganur_0009.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0010,cleaned/cattle/punganur/punganur_0010.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0011,cleaned/cattle/punganur/punganur_0011.jpg,cattle,cow_punganur,Punganur
COW_PUNGANUR_0012,cleaned/cattle/punganur/punganur_0012.jpg,cattle,cow_punganur,Punganur
COW_PURNEA_0001,cleaned/cattle/purnea/purnea_0001.jpg,cattle,cow_purnea,Purnea
COW_RATHI_0001,cleaned/cattle/rathi/rathi_0001.jpg,cattle,cow_rathi,Rathi
COW_RED_KANDHARI_0001,cleaned/cattle/red_kandhari/red_kandhari_0001.jpg,cattle,cow_red_kandhari,Red Kandhari
COW_RED_SINDHI_0001,cleaned/cattle/red_sindhi/red_sindhi_0001.jpg,cattle,cow_red_sindhi,Red Sindhi
COW_RED_SINDHI_0002,cleaned/cattle/red_sindhi/red_sindhi_0002.jpg,cattle,cow_red_sindhi,Red Sindhi
COW_RED_SINDHI_0003,cleaned/cattle/red_sindhi/red_sindhi_0003.jpg,cattle,cow_red_sindhi,Red Sindhi
COW_ROHILKHANDI_0001,cleaned/cattle/rohilkhandi/rohilkhandi_0001.jpg,cattle,cow_rohilkhandi,Rohilkhandi
COW_SAHIWAL_0001,cleaned/cattle/sahiwal/sahiwal_0001.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0002,cleaned/cattle/sahiwal/sahiwal_0002.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0003,cleaned/cattle/sahiwal/sahiwal_0003.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0004,cleaned/cattle/sahiwal/sahiwal_0004.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0005,cleaned/cattle/sahiwal/sahiwal_0005.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0006,cleaned/cattle/sahiwal/sahiwal_0006.jpg,cattle,cow_sahiwal,Sahiwal
