image_id,breed_id,breed_name,species,class_index,relative_path,filename,width,height,sha256,md5,phash,split
BUF_BUFFALO_MANDA_0011,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0011.jpg,manda_0011.jpg,4250,2833,c023eadbd7c1fea18df03c656fac30e11c714a6999d5aad46a403745fdaa2b57,1069a944d0c0708e041f81c61752f5c6,d6a9a856af80385f,train
BUF_BUFFALO_MANDA_0031,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0031.jpg,manda_0031.jpg,3456,2304,6b532315283d3176a1f138980bf27d3ec65d2364ed1479e13ad71b10b4b79739,70279065d2e067b90da5911f1be06b6c,8f349128fe1bb0cd,train
BUF_BUFFALO_MANDA_0026,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0026.jpg,manda_0026.jpg,3886,3886,a51b335bed74a7f5e940253ce1a5c996daee4e57a2731f6def29ee182e454215,a5f05c9364c5901bea103ab141d8b31f,e946d63f842926da,train
BUF_BUFFALO_MANDA_0014,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0014.jpg,manda_0014.jpg,2560,1920,1b0a461ce5964d6ebf052c9b4174b52f657202011ffd22f564353d5c0189835c,4c8d3007d77b6c8f3a9ff992400146e7,da996c643196c71b,train
BUF_BUFFALO_MANDA_0001,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0001.jpg,manda_0001.jpg,650,550,eea75257a32a4745da91ab01d718ebdf8e8aa92e0c2f66418688bdd3fdd9831e,8fb5f739621e14f42eaa171e9485e7cc,b12dca522cfd9561,train
BUF_BUFFALO_MANDA_0006,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0006.jpg,manda_0006.jpg,4032,3024,497aab6cf3f614bcf881f1848acf6258a48008dda623fe7d59bc9d92923f334d,89014b46dff6f6c8e3c9a506822e5b14,b2f2cd8586935ba2,train
BUF_BUFFALO_MANDA_0018,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0018.jpg,manda_0018.jpg,6393,3596,daa50015faf75bf6b8fa2edc6b70f23a1d8cc42eda661f0870d63f4b2eb072ff,3764cb34fe592eee6e98cccd17531167,ecba91656acad505,train
BUF_BUFFALO_MANDA_0007,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0007.jpg,manda_0007.jpg,4032,3024,d9e4b58696ac08229d257885338cb690c27a11f8a24b8c4b1562c8f31f55bba1,c4562f7c00fb2bba9d512166edea78ba,bbe8c0d3b534c748,train
BUF_BUFFALO_MANDA_0015,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0015.jpg,manda_0015.jpg,2560,1920,4e2a1b612c6871098c2f5d8fe296dc381cbd4d73ce0d578b14ce7d32f421d6b2,0011ffb0a184dcf794c6691357c49199,c14b3e3cc9323ed1,train
BUF_BUFFALO_MANDA_0013,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0013.jpg,manda_0013.jpg,5472,3648,d7a27f185daec6f8ec75c57d513d6df2b21a30c654b2b8325a936a13a0b3d5df,426ab9c0aea1b0705724509f433cb491,e9f19722e817b1c8,train
BUF_BUFFALO_MANDA_0024,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0024.jpg,manda_0024.jpg,5176,3451,0cf4dc3f68e11b2dd0b15436cec8474a4b37962a73786c98ddd0d79200977ff5,fdc7e7c684b07896b0acd4a65263749d,aba4686b96c8cc97,train
BUF_BUFFALO_MANDA_0002,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0002.jpg,manda_0002.jpg,650,550,dde35cf18cbd141ccb0bd1195ed54fc305892ad435128adbc798c261606fff24,53842577ec8d512b2dc6a3f39ecb4c61,dfeaa115942bc98c,train
BUF_BUFFALO_MANDA_0003,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0003.jpg,manda_0003.jpg,2560,1920,8076df5c892dafaa201ee348759df392af8c1dc73e1fb82b595756f6c13b1b69,6256bfadb86d1d79981c1330a8795d64,9c1613e3ba0d8dd5,train
BUF_BUFFALO_MANDA_0027,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0027.jpg,manda_0027.jpg,5472,3648,4d597751630f2cd2d4f7a26535a99375d352517ba31f7ffa202701a294c87fda,1dfc3168923bd3ba63785a2dbbc21eea,92e5e69dcb362119,train
BUF_BUFFALO_MANDA_0004,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0004.jpg,manda_0004.jpg,2250,1479,bfcfe8e8cd4b62ae0c421ed377c5026581b6264bb50796fc830dae8ba8b1d0dc,a5fd7a3ff04a888c493191c05478e884,b84706b8cb6f7928,train
BUF_BUFFALO_MANDA_0023,buffalo_manda,Manda,buffalo,12,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0023.jpg,manda_0023.jpg,6456,4304,f3dd9f2d612e017daa0471bb00192bf51062af2ea374df4c7b1c65effdf3a7e6,0fa636db414babddb8e34f6d44c8c545,b9c7c6b2b0b17056,train
BUF_BUFFALO_MARATHWADI_0002,buffalo_marathwadi,Marathwadi,buffalo,13,dataset/expanded_82_breeds_v2/buffalo/buffalo_marathwadi/marathwadi_0002.jpg,marathwadi_0002.jpg,462,175,f1e7cb176b56dcc0dc337019ab9817cf73d94fa5b01c956cebe33bbb63dc09df,e8e17b6521433c5049af65253f8e85ac,f93992c26c3c3393,train
BUF_BUFFALO_MEHSANA_0011,buffalo_mehsana,Mehsana,buffalo,14,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0011.jpg,mehsana_0011.jpg,3456,2304,8ac45ff128e777b75fddaa3ef44007cc66c7bd0aa48a4ab6426079e65d8500ca,99f2b23c2bd3da757f836984d9d08a80,8e159e2ae87a15cd,train
BUF_BUFFALO_MEHSANA_0002,buffalo_mehsana,Mehsana,buffalo,14,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0002.jpg,mehsana_0002.jpg,4096,2304,857ba70f474ec391714753beb7d5214c7c92a1598de70191ab81953d46b02767,16e70c558b8166cc6b81cde5b2b68a0b,c4a8f3363c8f4867,train
BUF_BUFFALO_MEHSANA_0007,buffalo_mehsana,Mehsana,buffalo,14,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0007.jpg,mehsana_0007.jpg,3096,1800,6c281f085f7dfb7b41ea399a39be6b97fbb7f98e2a977f13c0489e5c4ae8fc5e,cbb66ffbb3b83352f3226b4bcdcee069,ff50e060233cfcd1,train
BUF_BUFFALO_MEHSANA_0001,buffalo_mehsana,Mehsana,buffalo,14,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0001.jpg,mehsana_0001.jpg,650,550,e2d703d4d732b4acf77092c34a76581c04475dc2789b953c38f02ae8b80e7074,df6078b8f87f890e133f6b98b5bf3967,fa7f87c1e080dc92,train
BUF_BUFFALO_MEHSANA_0012,buffalo_mehsana,Mehsana,buffalo,14,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0012.jpg,mehsana_0012.jpg,3456,2304,4a98a5f490f31909df7dbdeb681daafe490e1101079afa953ce491da91069e70,55bfd24ea9b3e4501700a7a999bb954b,c71f9ca2ef0534a4,train
BUF_BUFFALO_MEHSANA_0003,buffalo_mehsana,Mehsana,buffalo,14,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0003.jpg,mehsana_0003.jpg,4000,3000,0d71acf4278d9bd0d88976ceceaa9230b11b5a7d9ac62f29eac1e23ccdd3f80b,a93a438d97eaa8692e7cecb5597768d2,cce35771b5bc0b02,train
BUF_BUFFALO_MEHSANA_0005,buffalo_mehsana,Mehsana,buffalo,14,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0005.jpg,mehsana_0005.jpg,2820,2116,388bad850554bb7c4e56454674b04ecee4cdaac9b38b409a8906c4be7f7cd4ce,66796c0966dbcb19a7e69644ca035f2f,f914ee6e183c9d11,train
BUF_BUFFALO_MELGHATI_0002,buffalo_melghati,Melghati,buffalo,15,dataset/expanded_82_breeds_v2/buffalo/buffalo_melghati/melghati_0002.jpg,melghati_0002.jpg,815,635,54562dfcf5e9268e9a3d6caad26c20671fe80b4bc09249997ea2bdc5222a8d89,58229efae8c44ed649cab999da3725bb,fec19134694ab13d,train
BUF_BUFFALO_MURRAH_0009,buffalo_murrah,Murrah,buffalo,16,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0009.jpg,murrah_0009.jpg,4608,3456,74dcb38d5dafc154a6d69877f64311fd85351760d9544e0b0210d1be06da7a0a,061e401c41e83838867a3e1ab88c41cf,fb0482f1296fe0b9,train
BUF_BUFFALO_MURRAH_0002,buffalo_murrah,Murrah,buffalo,16,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0002.jpg,murrah_0002.jpg,654,530,ce930a339c91616ab17b6ca722c458232db2a28a00e3820a6e872a6e882c37d2,8e4b243292fe10709ddf361708c78607,eb1c94e3691859ad,train
BUF_BUFFALO_MURRAH_0006,buffalo_murrah,Murrah,buffalo,16,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0006.jpg,murrah_0006.jpg,4032,3024,e61326ecfd497c7a8b4579102b7dc2b5f637254744c2afe810dbff431de2c822,36cb79bf9a516f1eee77a6223bbd8cad,8f9393ea21919c67,train
BUF_BUFFALO_MURRAH_0001,buffalo_murrah,Murrah,buffalo,16,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0001.jpg,murrah_0001.jpg,654,530,c57a65a8f7f9af158537bac47786e9f670e2aa4248cff65d406533d8b78613af,0078063f5cf823ccedb0c91d40a8e1e6,fa8e87e1e0d0d269,train
BUF_BUFFALO_MURRAH_0008,buffalo_murrah,Murrah,buffalo,16,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0008.jpg,murrah_0008.jpg,4608,3456,871486851c331d2961a98661cd98c3776a191e91658af665a90cd47e3b531026,da691bb64dba0862e67270de8fa3102f,859ec28a98694bf7,train
BUF_BUFFALO_MURRAH_0003,buffalo_murrah,Murrah,buffalo,16,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0003.jpg,murrah_0003.jpg,5712,4284,f3512c2e6fb06334edb8249ad39b91553b519be06f2009009f241844baccd82e,2b29de73d27c58dab089b62df12dfe38,af3bd0c06a1dcb68,train
BUF_BUFFALO_NAGPURI_0006,buffalo_nagpuri,Nagpuri,buffalo,17,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0006.jpg,nagpuri_0006.jpg,1902,2048,3125c0ea19bf63caed853f744e742d033885fcc7d32445c60ea3844aba587a85,3a93e43ea39dc47c6ba97979d0944abb,c7683e4f4a5cb494,train
BUF_BUFFALO_NAGPURI_0001,buffalo_nagpuri,Nagpuri,buffalo,17,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0001.jpg,nagpuri_0001.jpg,4160,1952,a4a93433c7605d388d4ae25c0aead1933a5a7e3275e658d9a1782b94e417a82e,577548ddbfb7ea3115d366e1e4a859e0,906d3ce3c01c6fd3,train
BUF_BUFFALO_NAGPURI_0010,buffalo_nagpuri,Nagpuri,buffalo,17,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0010.jpg,nagpuri_0010.jpg,1600,1600,0c5cae401cd5da16a392e5e4dfd5af18dd75de52656379cf3e99b5d34b981c7e,4784022ffe0544a9ea10bda0cab954d3,b430cb36cf3898cd,train
BUF_BUFFALO_NAGPURI_0011,buffalo_nagpuri,Nagpuri,buffalo,17,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0011.jpg,nagpuri_0011.jpg,3334,2632,be56fd7ea3b9fcab0d252093538caab100675f47d452fe4a628af95b31ea314d,8ee5e62bb7a9b5b09cc2acb718c9749b,81cd7cc57c003cef,train
BUF_BUFFALO_NAGPURI_0003,buffalo_nagpuri,Nagpuri,buffalo,17,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0003.jpg,nagpuri_0003.jpg,1379,915,6c5957f2498779ac4b7a2f101f9a62964db129e3cd53743e9c4bdedd0777d6eb,92645182814619c27728db1b48b8f0cf,8bf8a74f42747622,train
BUF_BUFFALO_NAGPURI_0002,buffalo_nagpuri,Nagpuri,buffalo,17,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0002.jpg,nagpuri_0002.jpg,1369,1097,c17f1cc5d81b833929fbd15d624b519e837f2f81a3dedb7f66258b22660ca0f5,16f0c636596e2e47555005285db4c343,d14d6bc0e4c6966e,train
BUF_BUFFALO_NAGPURI_0009,buffalo_nagpuri,Nagpuri,buffalo,17,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0009.jpg,nagpuri_0009.jpg,1136,720,19b42b442872b021bd70ad5cd2041a167706f0269e917d3ceabc5f156761b5d8,4492623c2636bca387fde2a120b516ce,d0cdd5f7c9ba2202,train
BUF_BUFFALO_NILI_RAVI_0001,buffalo_nili_ravi,Nili Ravi,buffalo,18,dataset/expanded_82_breeds_v2/buffalo/buffalo_nili_ravi/nili_ravi_0001.jpg,nili_ravi_0001.jpg,650,550,446394afa6ccbaba3f424383aec4a9f6cf7f07338aa9e2f4dad37c98d43d3b25,fddac8a4ed71c999f16ecde130bd64ef,f9df83d998809e14,train
BUF_BUFFALO_PANDHARPURI_0002,buffalo_pandharpuri,Pandharpuri,buffalo,19,dataset/expanded_82_breeds_v2/buffalo/buffalo_pandharpuri/pandharpuri_0002.jpg,pandharpuri_0002.jpg,650,550,d41a55bdbbaa45b496392adbfef528ec599b40cfd18002b04723e2599104a3ea,a5423624354c02742f7b6fbd55b00fbe,ab0f9cc7a40896af,train
BUF_BUFFALO_PURNATHADI_0002,buffalo_purnathadi,Purnathadi,buffalo,20,dataset/expanded_82_breeds_v2/buffalo/buffalo_purnathadi/purnathadi_0002.jpg,purnathadi_0002.jpg,650,550,1ad8cca9ed0b52e4d8878049e22111746cf493fd346fc7edf1cc74194d90eef9,0338dd6576d00a1b71907fb8a1cd6e0d,ab28a4377dc9c1b8,train
BUF_BUFFALO_SURTI_0001,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0001.jpg,surti_0001.jpg,650,500,1962efab463181663b7ceaad1f680d9f23e70ed0eac7a1a3f11e12ac6c349b17,608fedf16e411af3239c7541c4239798,fd9d8ae262381c35,train
BUF_BUFFALO_SURTI_0018,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0018.jpg,surti_0018.jpg,213,160,29c1f4553178f50396912dd5b537912c5c897f6f29c2a4353a3614f918dcf1f4,7ad03068617c7ad22d40a4b156142baf,8f20345adf4f7891,train
BUF_BUFFALO_SURTI_0016,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0016.jpg,surti_0016.jpg,576,576,94894cadbd435beed9788c25e2739862e569ca07de285484a00d95f74ade633a,164ba6640e6a18e531cd114c9711205d,d764210f0a3f867e,train
BUF_BUFFALO_SURTI_0002,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0002.jpg,surti_0002.jpg,650,500,f5040e98eca998d8c5cdf2bf6579d58d9db2941ae4951658a2ac70bde5637878,f01ee44d1f5b6fd447a79be7d4c08ba7,fb3c95f1e0d49045,train
BUF_BUFFALO_SURTI_0009,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0009.jpg,surti_0009.jpg,2549,4199,33f0a0eaec90387b9baabce31638d1367eeb53bd28d09e5978b7614caa068023,29cd3fee648cd9c2dfc541e01e15ec3f,c1963f48c93fe44a,train
BUF_BUFFALO_SURTI_0006,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0006.jpg,surti_0006.jpg,3662,2356,ba091e2825c4bb752fa56d11359e403bc188d2e2a41bfbfe2cdd3190381fd31d,b3e50c05f4f844d4c447bd752c763a20,f2d608c9bf184373,train
BUF_BUFFALO_SURTI_0012,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0012.jpg,surti_0012.jpg,637,639,e4f63e888bd4a8cdbdafccbfa9a0d4a41542dd44c0c556f5b76b638a9123b9ea,c4e80cfacec07afe68d5823d4c9aaf3f,d00f0b7c79273c71,train
BUF_BUFFALO_SURTI_0004,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0004.jpg,surti_0004.jpg,2137,3912,82dd33f10799531865a2741136eea856bae9ee874371a55ac76fac06af90a2f8,7b7371ef66a25cf8bf31ddd77c49fdba,f1e6da184be92169,train
BUF_BUFFALO_SURTI_0019,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0019.jpg,surti_0019.jpg,960,1280,b381bc14a15ccf96b345d6b0563d28343607f125fbb4859f2a3ee6ffec536eb3,d50e49d6d84ce08a5501f494ef7246bc,e7c4ccc67b261cc1,train
BUF_BUFFALO_SURTI_0017,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0017.jpg,surti_0017.jpg,4608,3456,1004af5cfe52e0aee2548d35a964e8275f740bf23ba6085fa5c149a70079ca2e,889f82655f0b664f3d89e30f144eeda9,bcbb2bb13594909a,train
BUF_BUFFALO_SURTI_0014,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0014.jpg,surti_0014.jpg,532,532,8e180fee0e55c7ccf278bad74e97d1c29ff4fb6f19416f0360cb8d6f8bcf81c1,0e9da6cc02f2538b687618ac47a04f04,ce193166663d1ac7,train
BUF_BUFFALO_SURTI_0003,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0003.jpg,surti_0003.jpg,3423,3286,b7b7370f308a819d7177d70352d8f33e1a27950456ce90760d76708353a87ecf,beaaf2bd8656f2ac261693e87ff493db,92962f2ff3044cd9,train
BUF_BUFFALO_SURTI_0010,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0010.jpg,surti_0010.jpg,1936,1296,47b97b4ed8415dff87f19fc8c3eae28f34cc4a76f15d5d5b4b5616a1fdddb2e9,4da3838e4618f62a83dd82d13572f21d,8f31888e69839df6,train
BUF_BUFFALO_SURTI_0021,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0021.jpg,surti_0021.jpg,720,920,87f6c56c0e26b15e54bc132b1163b515054a962918055d82423fff447970272f,537afe12be3abf7a0e1ba85ee8e74fdb,87ea07f97a01d0e5,train
BUF_BUFFALO_SURTI_0005,buffalo_surti,Surti,buffalo,21,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0005.jpg,surti_0005.jpg,2135,4320,15a9c1569ec61f8168f647df0aec251eb589440e6239583bb7d3795192564353,5ccc1dd66f7de730bb8f91ea6b764222,eacec099b4d49b31,train
BUF_BUFFALO_TODA_0001,buffalo_toda,Toda,buffalo,22,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0001.jpg,toda_0001.jpg,650,550,c799a1e92430abef9402c1f07b741084b71fbe797ccf21357797444587242193,2841a2db46da2376faa6a6c3bc7eb12c,f11687e16cd91798,train
